,song,artist,release_date,duration_ms,lyric,minutes,unique word count,unique word count per minute
4885,Sound of My Ceremony,Nipsey Hussle,2013-09-01,130033.0,now if i break your heart lil momma dont make a scene you really mad at yourself cause you couldnt do it to me probably call me a failure if i aint never achieved i rather you call me cocky for livin like i believe that im a king no sympathizin with the fake or suprises from the snakes its flock season and i value my estate so i bought some barbed wire case they tryna climb the gate houston rocket on my waist hiphop cops on my case but fuck em more deposits in the bank god damn a nigga straight crooked letter on my face im a fly crip but i rep my whole race couple of us eatin good but everybody want a taste they say get with it or them niggas gon take i say if you want fish let me lead you to the lake but niggas lazy and im a late night early mornin nigga 258 life wasnt easy growin up i had to make somethin out of nothin if you struggled you relate but now im straight everything great i dont need your help now nigga all of yall late thats why i made sure all of yall shake the way yall ride dick i think all of yall gay practice all night ballin all day sleepin on the flights when i land i get paid i aint got a boss i am not a slave turnin up my hustle is how i give myself a raise and its funny how people let money make em change see you stickin to the script then start rippin out the pages of history it aint a mystery if i died yesterday my life would be a victory these niggas sound stupid sayin they invented me but arguin with fools is a waste of energy im a franchise player and a owner of the team and they only envy me cause we on a winnin spree now this the sound of my ceremony the sweet smell of success yes i wear it on me the snoop dogg lookin nigga in the mirror told me keep gettin money fuck bitches and beware of homies cause brutus killed caesar and judas killed jesus but thats where ima leave it,2.1672166666666666,221,101.9741142633024
1495,Down Syndrome,De La Soul,1996-07-02,184144.0,i be that mind blessin blessin these lessons weve ignited want to bring it to my face man youre cordially invited cause ive cited you posess no science in your thinking so im gonna  youre blinking fingers be pointin and leakin for some finna stink you think im pink i blllink with them shades of thought and think so play on william rhodes cause at the sound of the bell my circle square controls and all mcs best sweat we bringin buckets of heat so dont fret kid i let you lick the love i secrete yo even my foes give me bravos and that shows total domination in this rhyme complication yeah the skill is a cinch i rock the womb with a mic and in the days of the nipple and breast i knew de yes yes yallin was the callin clearly not for the gat for combat i bring a bag of my rhymes for the stat im plug oneofakind for you peoples delight and for you sucker mcs step to your knees aint no second thoughts and all your thoughts are from orion i can tell that you a devil by them rhymes youre designin your play doggin tactics cant fuck with my facets just because you talk all that glock shit dont mean you can rock shit your identities on freeze just a form of protozoa tryin to cross them seas see high horse riders gettin shot by the sheriff cause nobodys safe from crimes and even all you skirts need to checkin in your upstairs attic cause mase is smackin hoes if hoes is startin static now it aint all good when your jam goes wood so as a deterrant i use mental current got them brothers shook peep the look comin out of the face cause they all catch a bruise from the hits we make your fame and cars should be listed as magnets legends never die but they can get shot and killed aint nuttin glitter when youre battlin mcs you once imitated in a mirror so to down syndrome you kneel the same status i heard the same nothin my ears fears the faulty locks tryin to lock down the stops but i earn more than your menudo or your boyz ii men while down syndrome keeps you immune to frequencies i send fresher than a sniff off havin them j in fifth i identify with your rhythm but i exist for more than just a benz so mends im cuttin off my friends to keep a smile calcium iron grain let me tell you a little something bout the self i be a piece of the east coast so give a toast to plug wonder why back in the day who soaked his words in ginger so when i ran a phrase in june you didnt catch it til december im a member of them kids from the inner city giving you kitties audible treats you be aching for making more money than a pagan holiday not from the pjs yet i still got something to say say what man you gritty like a diamond grenade for the cameo spot you tries to fool parade you acrobats flip the star gazin map for alla that youll be the first to place and ran it all to a waste and all the style that you bring,3.0690666666666666,313,101.98540272829959
2764,Investigative Reports,GZA,1995-11-07,229800.0,here we go come on a battlea battle was fought in brooklyn hessian soldiers killed 3000 men much of the fighting took place in what is now prospect park in greenwood cemetery as well as the park slope and gowanus neighborhoods this was the first battle of america rugged rhymsters crooked crimesters dime droppers twentyfivetolifers backstabbers low blowers illegal cocaine growers starvation profanity anxiety brothers tryin me gunslingers dead ringers yo my slangs out of this world mix collaboration man little man and his girl way of life got me thinkin plus im analyzin young youths on roofs you know threetime felony brutes roll together tropical trees puff whatever yo we could go run up on kids for leathers what drug faculties bubble keys for gs cream flow like seven seas hit chicks  guyanese word up hold your head before you fall out the morgue route the devil want that lets get my niggas locked all out change for better that be my only vendetta when life feed your seed right hes breathin indeed right chef remarkable sparkable raps and tackable gats never get jacked see ya then move black paradise trife plush with much ice gettin nice layin back speak on my life word up the battle of brooklyn depicted was the bloodiest clash of the american revolution soldiers killed 3000 men much of the fighting took place in what is now crack patients dime smokers vial carriers mocha tokers burnt buildings brothers buildin save the children investigative reports callin all cars callin all cars ghetto psychos armed and dangerous leavin mad scars on those who are found bound gagged and shot when they blast the spot victims took off like astronauts get with this even your best cant come on down youre the next contestant get your pockets dug from all your chemical bank ends caught him at the red light on putnam avenue and franklin they used to heat up the cipher with a shot that was hyper than your average jfk sniper he just came home from spofford rollin like kaufman and laid that ass out like carpet stop the stutterin boy save complaints for the fiveoh then praise the god  chkachk pow they release shots and premeditate to grab and then they jet back to the lab and then remain in shaolin an endangered island where shorties lose blood by the gallons have integrated a number of corrupt cops judges into highlevel positions to insure the continued success of the drug smuggling and money laundering operations crack patients dime smokers vial carriers mocha tokers burnt buildings brothers buildin save the children investigative reports yo i grab the pen for revenge and let loose see like muslims standin on the block rockin a kufi the hundreddollar kick rockin kids back for more startin gun wars with black reeboks and velours jungle way of life livin villain packed with visions copywritten throwin bread to pigeons christ has risen king elegant slang master jack expensive noodle hats in sixtynine old timers time that brothers shot craps the baggy blue guess jeans pull strings off in palm springs im locked in the bing rocky ring labelled rap king the corner emperor the golden thieves play the benches rednecks be hangin big niggas down in memphis back in nowy hit the bulls eye with loaded nines life is like tarzan swingin from a thin vine shatter dreams then mirrors dont need a press spirals aim at the white shadows with big barrels of moeters the bald headers milkin armarettas who fear none crushin all personal vendettas yo they use guns while we angrily shot arrows you better keep your eye on the sparrow rugged rhymsters crooked crimesters dime droppers twentyfivetolifers backstabbers low blowers illegal cocaine growers starvation profanity anxiety brothers tryin me gun slingers dead ringers investigative reports investigative reports investigative reports have integrated a number of corrupt cops judges and lawyers into highlevel positions to insure the continued success,3.83,391,102.088772845953
4236,Proteck Ya Neck II The Zoo,Ol' Dirty Bastard,1995,240240.0,see let a nigga come through with that bullshit anytime you pop that shit nigga ima tell you you can suck a dick you can suck a pussy i know itll come to what say what now ima let all you motherfuckers know see them knows that this is something you cant fuck whether you from brooklyn whether you from manhattan always you from queens nigga i dont give a fuck where you be motherfucker where you reside motherfucker how you live how you seeeeeeee sort the stack outs this ones the blackout threefiftyseven to your mouth blaaow dunn can you hear me raw is how im inflicting this its that g type slang that makes this real sickening ignite my styles i got my hand pon the trigger starts from the smallest and hits the bigger nigga yo straight actin live about them hellfires a known mental killer or thriller assassin of terror the hot bloody fatal mixture of carbonate water homicidal manslaughter death is the order start the mission travel like the speed of wind through the valley of sin i step to ville and murdered many man serving justice in my vicinity zazaza zazaza zuhzazah zzzzzzzzzzzzdahduhdnnduh i get down i get down i crack your fuckin crown lay around and watch some real niggas break ground i cant shop cuz every bro blowin up the spot hit rocks and niggas know yo niggas grab the mic like the bites of a scorpion nervous thats why the zoo brought me in now bring em forth like the tortures at the courts before the case begin first break me in his brain and make sure he cant maintain the calmness ya harmless watch how i bomb this stage like mail pre hands that be the move now your posse is your fuckin platoon stale cells just flows through the air im like a ninja once i send ya down stairs then i get furious imperious the lyricist with the cleverest rhyme erupt to deduct your fuckin mind fuck shit up on the hurryup known for burying ducks through more styles than a monk warning you chump brain is out for lunch given the power punch soon to be paid like donald trump never fall victim to no bitch jerked my dick but still got more hoes than a pimp and score more points than shawn kemp keepin powerfully strong like the center on the knicks hut one hut two hut three hut ol dirty bastard live and uncut got more props than the president my hardcore represent blowin niggas back who never had this cause im gifted so you can get wrapped the shit im kickin send it to your moms for christmas and tell her shorty shit stain sent it soon to have more green than the jolly green giant cuz niggas rap styles just down is aspired you shoulda stayed home instead of picking up a microphone but if you wanna run on up like you tough i call your bluff and blow you down with my hardcore stuff i shine like twentyfour carat roll and stroll with the party scene nigga wanna know me as mr clean wzawzawzawzawutang flip the script and test my skill niggas youre trippin drugged up from sniffin youre the one whos riffin im not opie save that old shit for andy griffith start to flip slip cuz youre slippin while you sleep i be the god on point with scottie pippen as i jump on stage flip rip a show strip and rip a hoe wayyy like bo jackson while im still taxin maxin relaxin sittin back sellin good tracks and again and again when i rock the jam wanna see em up in the air throw up your hand introducin oneman band in town its wild with the style couldnt stand nigga when the jump stepped to the center of the rhyme inventor mcs come at the you get dap slapped across the mc map your ass thats your ass on a whore shot come on through i black and blue your whole crew then i get rudy with the hong kong fooey ol dirty bastard mc killer money maker brooklyn challenger that i lay down like towel then i get higher here comes the illlll type ruffer style be untouched im leavin broken down grammars on the pen who who what what brings it tighter than your anus chambers this name is for the deepest trainers keep it stainless steel on time it is the windmill deadly venom kills at the last of the sams mill 60 second nucleus attack on your set hit you with the blast shabazz,4.004,409,102.14785214785216
2987,Keith B-Real III (Interlude),Will Smith,1997-10-03,114493.0,cuse me i know him i know him hey keith keith um cuse me will man look yo charlie charlie get this boy up out of here iiii know i know i know i know i know charlie hold up just give me one second man look i justwill keith what man what when i look back at this i realize that i came at you sideways and i apologize you damn right you came at me sideways right right man im sayin im having a party man my album release man you just its a nice party i like the ice the slaves its nice man you just you disrespectin my whole thing man i didnt mean to man its just that itsi have one thing i just wanna ask you before i get out of here look alright whatwhatwhat is it keith im doin somethin man thats takin me to the next to theto the next century its a barbershop mmhmm okay slash studio huh feel it yeah see nownow what it is now wait wait wait hold yourself what it is is that whilewhile youre gettin youryouryour hair cut youre gettin your demo cut while they pushin up the faders youre gettin a fade thats cause see yeah yeah thats hot yeah you feel it thats hot i could feel that you feel it you feel it yeah thats hot thats hot thats hot i allall i need is you know all i need is you know the up front money to get the clippers and the oil mmhmm cause rudy and my other boy he got the reels and everything right we goin to dat everything dat dat dat uh yeah uh you know what we gon dat it up you know what i can i can feel that right i can feel that idea keith yeandand well give you money on the back end and ill cut you in right on the motivational tapes and everything you know youll have your whole you know your whole syndicate yeyeah yeah your whole thing will be ight you know what you know thatsthats hot i can feel that id right right listen you know what um mmhmm why dont you writewrite your number down writw write your down for me you know and iima call you let me let me write it let me write you know what about the number man uh um phones off right now uh somebody cloned my home number man yeah yeah anan damn and the and the bill done voluptuated so uh you know uh that wont be back on until the latter part of the year but you know ima give you the future number what they what they called and said that that they was gon give me a future number ight that you know so that my numits clone itsitsits clonefree ima call you alright hit keith ima call you keith hit keith keith thats right ay you keep it real haha thatsthats thatsthats my line br uh yeah okay yeah alright alright you be cool man charlie alright man youtake it easy man this is keith breal signin off man that boy that man will smith big willie style baby yeah big willie i feel you,1.9082166666666667,195,102.18965351593548
3118,Least Favorite Rapper,Busdriver,2009-06-09,203693.0,busdriver uh oh nocando hey i dont need no popper stoppers cause the money in the pop nocando busdriver busdriver wait hold on though nocando project blowed busdriver dont say my name though nocando poppin ps profusely busdriver i dont want anybody to know im on this song nocando these sneaker geek emcees to me is so broke back so fuck sexy in 09 im bringing broke back busdriver your favorite rappers brawny wearing a french braided hair shirt my bank account be scrawny since i was a 10th grader square twerp nocando your favorite rapper is extravagant aside from his pompous name hes like a nursery with more cribs than john mccain busdriver your favorite dude champions every chicago city slum from his condominium while brandishing his implausible minigun nocando he sells more drugs than the fda hes ready for war like fdr i believe him wholeheartedly because he keeps saying it in every bar busdriver your favorite guy said that he shot niggas on the grass lawn in his rap song but hes sweeter than baked goods when he claims his hood as capcom nocando your favorite rappers got alzheimers repeats himself like a old timer he works harder than a gold miner when it comes to picking ghostwriters busdriver and me im your least favorite with a haircut like a pineapple wearing khakis torn singing hisoprano loading candy corn like its live ammo nocando whats wrong with you busdriver oh oh im your least favorite rapper my records only get released in anchorage alaska nocando whats wrong with you busdriver oh oh im your least favorite rapper rummaging through debris of screenplays and actors nocando what the fuck is wrong with you busdriver oh oh i cant lease space ships from nasa because im the least favorite rapper whats wrong with you busdriver i am your least favorite i am your least favorite i am your least favorite nocando i am your least favorite rapper my release date is after the dday disaster i need to get cheesecake for master busdriver i am your least favorite flavor flav impersonator pissing on the circuit breaker nocando while the strippers do the percolator busdriver i will be spellchecking some blurb in the paper nocando read by the type of hipster that dont like me yelling all kinds of niggas while im vibing with you like michael richards nigga nigga nigga nigga nigga nigga nigga nigga busdriver still unliked because my leading singles about laser beams and force fields and my hooptys not full of groupies just mabellyne and orange peels but ill serve niggas at the pizza hut nocando and the suburban kids say im not street enough but compared to them im street as fuck busdriver i will put usb ins in their tween cunts nocando when it comes to this nerd rap it seems like the black things a problem you know what i idi amean i feel like the last king of scotland busdriver so my job has me cultivating all the white guilt dipping polaroids in rice milk smacking souja boy wearing corduroys and an iced grill nocando the new rap fans listen to ye start sniffing the yay pretending theyre gay put a switch in their hips and a feminine sway just to convince the women to stay busdriver selling out like it was christmas day and give everyone an admission to pay for a tit in the face nocando i was beginning to say what came first the chicken or egg the twist in the fray dissident fan that listens today dissipates visits and strays what the fuck did our whole approach to business decay busdriver we underused all the parlor tricks instead of talking about art and shit i should have put my hardened dick in the hind quarters of time warner nocando its over that fool just served time warner fools are sniffin yay that fool had tits at your christmas party shout out to forest whitaker idi amin yeah whats wrong with you busdriver oh oh im your least favorite rapper my records only get released in anchorage alaska nocando whats wrong with you busdriver im your least favorite rapper rummaging through debris of screenplays and actors nocando what the fuck is wrong with you busdriver oh oh i cant lease space ships from nasa because im your least favorite rapper nocando whats wrong with you busdriver i am your least favorite i am your least favorite,3.3948833333333335,347,102.21264353708767
778,Box In Hand,Ghostface Killah,1996,194840.0,yeah assorted flavor clarks no doubt it be the champ yeah curly head kid yo yo yo from gators to blazers low fades and razors big dick saloon i contact the womb the black asian wrist location keeps circulating my wonder twin power activate shit on this nation allah seen represent the gumby wintergreen who walk mean stand up on your block and burn a bean sip ballantyne looking at that bitch wide behind the thing thats fucking up her grill is that swine then turn around take my last pull off the l these niggas up the block keep looking at me well do they want the jewel it aint hard to tell i recognize a face he acting like denzel fuck em i want to check mo for a chop told him bald on the sides light fade rough top now its a whole new ball game strategic mind frame my dialogues rebellious rain and reign supreme glanced at a red light seen killah get on a ninja bike show my love to the god he peeled out and made a right sound of speeding motorcycle when you walking down your street with your box in your hand and you bringing the music of the wutang clan and you hear ironman on your radio rapping your feet start to dancing and your hands start the clapping streets running through your dance hall gunning like lee harvey oswald stunning slapping mcs with summons for pumping that watered down substance peep this slugs finger creeping making moves like crying freeman prince of thieves earth third seed heavyweight like golden fleece as homicide stroll the streets in blue caprice and looking for thugs holding heat inner city beef got me plotting trilogy to dispose enemies sneak attacks im beyond and above that seen that done thatrespect black i catch a slug to your hardhat lounging in the everglades surfing the airwave catch a buck50 with the razor blade swiftly shaolin cats be shiesty strictly drunk off the irish whiskey when you walking down your street with your box in your hand and you bringing the music of the wutang clan and you hear ironman on your radio rapping your feet start to dancing and your hands start the clapping rest your headpiece on this one son cough up a lung sleeping on my murderous type onesli get you done im looking at these cutthroat kids and how they live its like we was partners in spades and you renege cant fuck with no nigga like that he get me jack or sent back meaning whole life fade to black whole 7 and a half up right and roll tight fool me once but cant fool me twice im 25 to life on this mic device im nothing nice a mixture of long wild rice and old spice inflicted rap addicted track i stick it flip it daddy long dick it slide a little bit beyond twisted mind in stitches you thought weak but meant wicked niggas choke off my secondhand smoke lifted everyday is like my birthday im mad gifted dead calm hit me with the 18 bronzebuddha palm about to blow like napalm go for your arm prepare for the warfare or buy a share oh what the fuck we dealing with yeah johnny about to go there need another year,3.247333333333333,332,102.23773352494355
470,BNK,Bone Thugs-n-Harmony,2000-11-14,212426.0,killa killa killa killa killa killa killa killa killa killa killa killa killa killa killa killa black nigga killa hate brought death around the block as the hollow points bust through the punks back raising cain feel no pain as i penetrate nigga five deep as i strike at a quick pace i got the evil of my dead nigga trapped in my mind so my soul is a threat to all mankind born to kill im wicked by nature cause the streets of my neighborhood breed young hellraisers a 30yard 6 with the scope i make a skinhead brain bust all across the west coast motherfuckers catchin heat as i bring anger and release more danger from my chamber the evil in my blood is possessed so i creep low from the back slow and push lead through that niggas flesh aint no hope when every nigga wants to be the ninemilla on the trigger the black nigga killa we be the mighty warrior black nigga killa whats up you ready to die you think you can fuck with them thug niggas cmon tell me the truth nigga look in my eyes bitch we get live bone thugsnharmony nigga clevelands thuggish ruggish niggas still down with the thug shit buck buck bust let em know we still run this bitch just like an assassin say nigga we nice but can get nasty get into war what else can it be nigga you know what we came here for you know when we shot through the door my niggas was serious playin no jokes just cause im a rapper you thought its for show okay nigga lets see if this a real fofo you thought we was studio saw us on video seen us in person so here we go what is your problem here come the bullets better dodge em i sneaks up we lodge em fuckin with killas nigga dont make me kill ya got a bodybag for any you bitches thinkin you real thugs say we some killers fo sho hit em up hit em hard if you ready to roll niggas out tryin to fuck with us but im givin you one warnin thats a nono cause i got what you need if you are ready to die to die to die nigga byebye shots might be fired yep everybody gon run naw shootin at me better hit me or one day fire here i come come and you dont wanna see we like that cause everybody pack guns but bone go pap pap really just out for the money yall really wont hurt none of yall but playas went too far so i say fuck yall fuck yall yall yall haters all yall yall yall haters black nigga killa killa killa killa black nigga killa killa killa killa black nigga killa killa killa killa black nigga killa killa killa killa im servin these bitches daily im a black nigga killa thats what you can label me unfadable see you dont really wanna fuck with us you cant touch us you aint able rest in peace flesh creep and sneak with a streetsweeper niggas dont ever know what hit em i split em and snatch they soul like the reaper have you ever seen a killer dressed in a trench coat sold over a hundred pounds rollin downin a fifth of rose when i stroll and who wanna fuck with me now lay em all down when i creep through your town and clown i bet you feel ah this nigga behind the trigger clack back stack that black nigga killa cause dyin be easy nigga you know what bone be sayin rollin with big guns aint no playin stayin down for the murda mo slayin aw shit just to let you know man that 187 for realer we black nigga killas and down to ride for e hed a ride for me and thats the way its gon be nwa nigga bone all around the world most dangerous groups marchin like troops lace your boots be ready to shoot cause if you aint then a bullet might hit you picture yourself in a coffin so stiff and cold full of formaldehyde better scatter dodge fore this bullet lodged in yo ass simply for the cash been around the world seen so many faces and so many places aced this game while they try to erase this daily basis gimme my space shit show me some love though just pump your fist in the air and holler mo could you do me that and ill hit you back little nigga just wanna know where my thugs at some at the track on the back oh yes some niggas on corner round sellin that crack some of my thugs in the grave long gone lot of my niggas at home playin bone could they rest in peace my niggas sleep makaveli biggie smalls and eazye trock got shot trock got shot lord bless his city bless his city thats why i shoot shoot em up shoot em up shoot em up i shoot shoot em up shoot em up always nigga always  thats why i shoot em up black nigga killa killa killa killa black nigga killa killa killa killa black nigga killa killa killa killa,3.5404333333333335,362,102.24737084914275
5453,The Tribulations of Muffy and Percival,MC Frontalot,2010-04-06,96026.0,muffy sara benincasa  percival mcf  narrator bob moseley  keyboards gm7 muffy and percival build a home the contractor called again he said the reclaimed redwood is going to be more expensive well thats ridiculous why wont he email me a quote he says to call him with a fax number did you tell him we got rid of the fax line last month it was a voice mail i thought it was like a boutiquey thing that he didnt have a website god sometimes i just want to kill myself muffy and percival prepare a meal put the kevlar glove on youre going to cripple yourself i broke the shell again just go slowly i dont see why your juicer can handle 32 kinds of vegetables but theres no machine for shucking youve never understood food muffy and percival throw a party evite is down what its down it wont load what what what what its ok its going to be ok muffy muffy i understand its not ok now but it will soon i cant see i cant what are we going to do i suppose we could dm everybody one by one yeah or i think theres a flock of carrier pigeons in the muffy and percival have their flight canceled it says there is another one at 630 into jfk at what midnight oh god its probably going to be just terrible in the taxi line well youll call a service we dont live in freakin bangladesh muffy and percival visit the third world oh were not going there the 4g coverage is atrocious where the third world darling ugh no i dont think so i wont even go to cleveland,1.6004333333333334,164,102.47224709974381
1316,Death 2,Flatbush Zombies,2023-09-15,89560.0,maybe i should have killed fourfive hundred people then i wouldve felt better then i wouldve felt like i really offered society something you know if i wanted to kill somebody id take this book and beat you to death with it and i wouldnt feel a thing itd be just like walking to the drug store i crack your fucking skull and use it as a bowl for cereal im so serial ted bundy give me money son of sam gun in hand jeffrey dahmer with two llamas in a tinted astro van looking for a whatchmacallit too much pride to beg your pardon so its slaughter when im on ya ginsu soldier let me see your guts and glory we shall possess your soul and make you off your mother like menendez brothers i am wicked like no other fuck you want zodiac killer libras in the trunk smelling like a dozen skunks cement their toes before i dunk them in the hudson shatter jaws and break their teeth so forensics cant see nothin laugh as i flee the scene and make it 500 feet police pull over to me asked if that blood on my shirt said nah its a pizza stain he laughed gave me a ticket said nigga dont speed again,1.4926666666666666,153,102.50111656989728
5118,Swing Blades,Jean Grae,2003-10-07,148666.0,everyday caught in the whirlwinds back in the studio belief just hurled in still tryna get my pen on write scripts and light spliffs til we high as light bills watching for those that might switch to the dark  we over here remaining righteous though we spark the sole purpose to spit and hype kids make them want to hold open their eye lids dangers and missed origins from way back since the presence of genesis and osirus life is such a stress but in the coldest storms i let them off in the phoenix make em want to hold open they eyelids dangers and missed origins from way back since the presence of genesis and osirus  life is such a stress but in the coldest storms i let em off in the phoenix over a thousand miles of public housing lounging on beaches in the riviera tan and doused in coconut scented lotion wish i was there  the story rare enough to merit an endangered species tagging velvet ropes surrounding every path im tighter than some virgins  pussy  dont ever push me i balance on the edge of cliffs for fun and some are hanging crooked i never look downi look to the sky and envision the place where everybody go when they die they say that bright lights and angels come and get you if thats the truth then i expect the black night blocking the suni got issues another day with myself another day without wealth theres gotta be another wayi need help and so i pray like im a pentecostal sufi buddhist strict agnostic hoping one will hit its target  take another sip of hypnotic and lay my head on the pillow and dream erotic scenes of killers spilling endless rounds and all of them shooting at me you know can ox got that phoenix wing span and love hovering over the ghetto wasteland i got rap just as fat as my waistband you got a rap that belongs in a waste can yo jean you gotta change grae to hackman cause when we fight we swing them blades and when we rap we swing them blades and then we slide on em like the escapades i knew the end of this book since the first page rap sucks but we still get paid we smokin trees of the highest grades i spit a line thatll fix your fades so dont go thereyou cannot hold aire look at them reaching and shit if you touch my jersey ill bust your lip open your face then break your hip yeah yeah cannibal o handle you slow jean grae in the house yeah yeah,2.4777666666666667,254,102.51167045592133
2079,Gnat,Eminem,2020-12-18,224656.0,yeah yeah sick they say these bars are like covid you get em right off the bat infected with sars and corona like you took a bite off of that and it goes from martian to human thats how the virus attacks they come at me with machine guns like trying to fight off a gnat still stackin my chips hoes higher than shaq on his tiptoes atop the empire state buildin this shit is like childs play children i will anninihilate kill them ill fuck around and pile eight million dead little juveniles wait chill then ill await my trial date til then aint nothin you say could ever trump  mic pencil get killed if youre hypersensitive i wasnt referencin the vice president chill i mean my penmanship at times tends to get ill violence but with skill thats why i hence when i write ends up with the mic and pencil gettin killed and im still ride or die for the squad so you know which side that im on if a battle lines ever drawn but if i get involved itll be like k9s in a brawl but not similar to mike vick at all cause even if i dont have a dog in the fight they aint never gonna get rid of the fight in the dog got stripes like a tiger so you might get mauled a mic in the palms like claws i can swing right for your jaw and rip it off with one swipe of the paw bitch you still on my dick or nah if i suck your wife is a straw im sick and im not gonna cover my mouth next time that i cough cause they say these bars are like covid you get em right off the bat infected with sars and corona like you took a bite off of that and it goes from martian to human thats how the virus attacks they come at me with machine guns like trying to fight off a gnat and da got that dope he sends to me its like pneumonia symptoms and contracting covid instantly which is what separates my flow from theirs so that no one gets even close to this to pose a risk to me so vocalistically  thats social distancing flow going viral you best stay strapped with that lysol and get way back get that pinesol and that ajax cause this dry cough is just like football umpires callin a playback bitch back the fuck up like fifteen yards these rhymes call for a face mask nother fourteenday quarantine theyre cordoning off everything this shit lookin like a horror scene like me metaphorically cause them stayathome orders seem like they just keep getting more extreme who knows when this nightmare will end  like monroe norma jean still got that heroin lyrical drip with that morphine and that thorazine cause im so fuckin dope  and youre a fiend and thats the one thing that hasnt changed for some semblance of normalcy but i might need that hydrochloroquine cause i got that the dark horse im a knightmare mom fed me valium like air thought thats why they called it a high chair i got a contact like eyewear wait a minute bitch let me lie here 2020 hindsight in my side mirror every year you drop the ball like times square my hair trigger whenever i get an ideas like fuck now my name rings out like a sponge mop and my drip was a drop in the bucket so that gun shot you just heard just now in that one spot just came from the nine mil that i just got thats big bucks and i got a full money clip and im loaded i aint even mean to go the fuck off and im still totally inappropriate with an opiate groping it while im holding it like a trophy im hoping a little codeinell get me odin woah everything is slow i begin to floating i know that im getting loaded the pen exploded hiroshima with the flows a utopia with the dope im an og im like the goat here to get your goat little bit of sodium its assault when im at the podium at your throat holy camoly im in the zone with the shit im on get imodium and a commode because nobodys even close youre petroleum to plutonium youre a phony im at the crib with your ho got her at the pole like voting with no clothing stripped down to a toe ring and here we go with the gloating ive got my nose in the air like a boeing then i got into a little bit of an argument with her so i took a little lick of a klonopin at dinner then i hit her with the motherfucking ottoman and bit her then i shot her in the liver delivered her to the bottom of the river but im probably gon jump in the water with her with a wad of money cause i got a lot of it and when it come to drippin i be soppin like a hundred mile an hour never runnin out of either one of em i gotta get it cause they say these bars are like covid you get em right off the bat infected with sars and corona like you took a bite off of that and it goes from martian to human thats how the virus attacks they come at me with machine guns,3.744266666666667,384,102.55679794886403
1237,DNA.,Kendrick Lamar,2017-04-14,185946.0,i got i got i got i got loyalty got royalty inside my dna cocaine quarter piece got war and peace inside my dna i got power poison pain and joy inside my dna i got hustle though ambition flow inside my dna i was born like this since one like this immaculate conception i transform like this perform like this was yeshua new weapon i dont contemplate i meditate then off your fucking head this that putthekidstobed this that i got i got i got i got realness i just kill shit cause its in my dna i got millions i got riches buildin in my dna i got dark i got evil that rot inside my dna i got off i got troublesome heart inside my dna i just win again then win again like wimbledon i serve yeah thats him again the sound that engine in is like a bird you see fireworks and corvette tire skrrt the boulevard i know how you work i know just who you are see yous a yous a yous a bitch your hormones prolly switch inside your dna problem is all that sucker shit inside your dna daddy prolly snitched heritage inside your dna backbone dont exist born outside a jellyfish i gauge see my pedigree most definitely dont tolerate the front shit ive been through prolly offend you this is paulas oldest son i know murder conviction burners boosters burglars ballers dead redemption scholars fathers dead with kids and i wish i was fed forgiveness yeah yeah yeah yeah soldiers dna born inside the beast my expertise checked out in second grade when i was 9 on cell motel we didnt have nowhere to stay at 29 ive done so well hit cartwheel in my estate and im gon shine like im supposed to antisocial extrovert and excellent mean the extra work and absentness what the fuck you heard and pessimists never struck my nerve and nazareth gonna plead his case the reason my powers here on earth salute the truth when the prophet say ii got loyalty got royalty inside my dna this is why i say that hip hop has done more damage to young african americans than racism in recent years ii got loyalty got royalty inside my dna i live a better life im rollin several dice fuck your life ii got loyalty got royalty inside my dna i live a be fuck your life 5 4 3 2 1 this is my heritage all im inheritin money and power the mecca of marriages tell me somethin you mothafuckas cant tell me nothin id rather die than to listen to you my dna not for imitation your dna an abomination this how it is when you in the matrix dodgin bullets reapin what you sow and stackin up the footage livin on the go and sleepin in a villa sippin from a grammy walkin in the buildin diamond in the ceilin marble on the floors beach inside the window peekin out the window baby in the pool godfather goals only lord knows ive been goin hammer dodgin paparazzi freakin through the cameras eat at four daughters brock wearin sandals yoga on a monday stretchin to nirvana watchin all the snakes curvin all the fakes phone never on i dont conversate i dont compromise i just penetrate sex money murderthese are the breaks these are the times level number 9 look up in the sky 10 is on the way sentence on the way killings on the way motherfucker i got winners on the way you aint shit without a body on your belt you aint shit without a ticket on your plate you aint sick enough to pull it on yourself you aint rich enough to hit the lot and skate tell me when destruction gonna be my fate gonna be your fate gonna be our faith peace to the world let it rotate,3.0991,318,102.61043528766416
